id,keyword,location,text,target,text_clean
1567,bombed,"St. Helens, England",On a battlefield tour a couple of years ago I met a gent who had been badly wounded when his ship was b… https://t.co/yhNZgF1c3T,0,on a battlefield tour a couple of years ago i met a gent who had been badly wounded when his ship was b
1568,bombed,Occupied Palestine #ترشيحا,Only a despot who is friendly with the US and Israel will get this kind of obituary in the New York Times. This is a de…,0,only a despot who is friendly with the us and israel will get this kind of obituary in the new york times this is a de
1569,bombed,"Belfast, Northern Ireland","Anyone else see the irony in SFIRA, who abstain from Westminster yet still take a wage; who bombed the UK and damag… https://t.co/HEEAEURUCm",0,anyone else see the irony in sfira who abstain from westminster yet still take a wage who bombed the uk and damag
1570,bombed,Liverpool,Join us on 14thTuesday January 6pm for Justice 4 Grenfell on steps of Bombed out church Liverpool… https://t.co/DSiDY6aQ8z,0,join us on thtuesday january pm for justice grenfell on steps of bombed out church liverpool
1571,bombed,,Which had more of an impact and which got review bombed?,0,which had more of an impact and which got review bombed
1572,bombed,,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the c… https://t.co/oHKnF1E25P",1,lavrov the libyan statehood was bombed by nato in libyans are still facing the c
1573,bombed,"Zimbabwe, Midlands",She bodied you. This is her selfie and you bombed it https://t.co/SLEDK88gCc,0,she bodied you this is her selfie and you bombed it
1574,bombed,colonized Lenape land (nyc),it’s not though. not for palestinians living on the ground in an apartheid s… https://t.co/dnrDR294G1,0,it s not though not for palestinians living on the ground in an apartheid s
1575,bombed,,"Lavrov : The Libyan statehood was bombed by NATO in 2011, Libyans are still facing the consequences of the illeg…",1,lavrov the libyan statehood was bombed by nato in libyans are still facing the consequences of the illeg
1576,bombed,,NATO...Bombed...Libya...Statehood...Russia...Foreign...Minister...Lavrov...confirm...Libyan...National...Army...LNA… https://t.co/Ow64MGzocH,0,nato bombed libya statehood russia foreign minister lavrov confirm libyan national army lna
1577,bombed,,Your Neo-McCarthyism toward person fighting Empire + corporatism will live in inf… https://t.co/AcyrVugUpg,0,your neo mccarthyism toward person fighting empire corporatism will live in inf
1578,bombed,,"So threats are OK? Sturgeon tells lies, I hate her, but I'm not going to start a witch hunt to… https://t.co/Q8wFilS34Z",0,so threats are ok sturgeon tells lies i hate her but i m not going to start a witch hunt to
1579,bombing,One It Forever 🦋,this should work or else m bombing cj enm fr 😴,0,this should work or else m bombing cj enm fr
1580,bombing,"Meanwhile, Scotland","retweet 👇 ...to fix a problem, deal with the root of the problem Marine Le Pen: ""Macron tells us that we are fighting terr…",0,retweet to fix a problem deal with the root of the problem marine le pen macron tells us that we are fighting terr
1581,bombing,"Essendon, Melbourne, Australia",What I keep wondering. Would these bushfires have been so severe and unputoutable if we'd had more water bombing aircraft…,0,what i keep wondering would these bushfires have been so severe and unputoutable if we d had more water bombing aircraft
1582,bombing,,"Nasrallah: ""America built ISIS to destroy our countries, our cultures, history, and our future. Every ISIS bombing again…",0,nasrallah america built isis to destroy our countries our cultures history and our future every isis bombing again
1583,bombing,,That the continues to publicly ingratiate itself to countries *directly* responsible for killing and starving Yemenis i…,0,that the continues to publicly ingratiate itself to countries directly responsible for killing and starving yemenis i
1584,bombing,France,"retweet 👇 ...to fix a problem, deal with the root of the problem Marine Le Pen: ""Macron tells us that we are fight… https://t.co/Z5Ra2zfY3H",0,retweet to fix a problem deal with the root of the problem marine le pen macron tells us that we are fight
1585,bombing,miami,30% of Republican primary voters nationally say they support bombing Agrabah. Agrabah is the country from Aladdin. #NotTheOni…,0,of republican primary voters nationally say they support bombing agrabah agrabah is the country from aladdin nottheoni
1586,bombing,,How is Iran the real villain? Wasn’t it Saudi Arabia found to be responsible for the massacre in Yemen an… https://t.co/XUNofPBsMd,0,how is iran the real villain wasn t it saudi arabia found to be responsible for the massacre in yemen an
1587,bombing,,Actually Boris. Iranian people are sick and tired of their bloodthirsty corrupt evil g… https://t.co/dDprkvHtks,0,actually boris iranian people are sick and tired of their bloodthirsty corrupt evil g
1588,bombing,"Blagnac, France",has ‘unleashed’ the UK economy with #Brexit UK production and manufacturing is dropping like a WWII… https://t.co/qXVMuX2cgs,0,has unleashed the uk economy with brexit uk production and manufacturing is dropping like a wwii
1589,bombing,倭国のド田舎  むぎわら一見とくまモンが居る所,"50% of Syrians made homeless by war, living in a tent, so as not to die under the bombing... https://t.co/FsmZoUhjyZ",0,of syrians made homeless by war living in a tent so as not to die under the bombing
1590,bombing,,We the American people #Donotconsent to the daily bombing of our atmosphere! Blocking our sun sending too much toxic rai…,0,we the american people donotconsent to the daily bombing of our atmosphere blocking our sun sending too much toxic rai
1591,bombing,Earth,This is the same Trump who promised to commit war crimes by bombing their cu… https://t.co/k2CC0DS5Ow,0,this is the same trump who promised to commit war crimes by bombing their cu
1592,bombing,Around the world,"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen to f…",0,yemen article video april the us backed saudi coalition have been bombing and starving civilian in yemen to f
1593,bombing,,"Really? The US planned a war on Syria! Of course,. Then Putin &amp; Assad… https://t.co/GrbxNEAkXP",0,really the us planned a war on syria of course then putin amp assad
1594,bombing,"Limousin Area, France",has ‘unleashed’ the UK economy with #Brexit UK production and manufacturing is dropping like a WWII… https://t.co/4SefxevGZr,0,has unleashed the uk economy with brexit uk production and manufacturing is dropping like a wwii
1595,bombing,"Ngarabal land, Australia","I'm no expert, Anna. But seems to me we might've had a better chance w/ water bombing aircraft than a… https://t.co/lM1hCBaTWR",0,i m no expert anna but seems to me we might ve had a better chance w water bombing aircraft than a
1596,bombing,,"Wait so a Saudi killed Americans on American soil, and they focused on bombing Iran’s leader?",0,wait so a saudi killed americans on american soil and they focused on bombing iran s leader
1597,bombing,,FLASHBACK- OLYMPIC PARK BOMBING- RICHARD JEWELL: “THE FBI SET ME UP” The FBI and media launched an attack calculated to p…,0,flashback olympic park bombing richard jewell the fbi set me up the fbi and media launched an attack calculated to p
1598,bombing,,"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen to force t…",1,yemen article video april the us backed saudi coalition have been bombing and starving civilian in yemen to force t
1599,bombing,,"50 dead at the silly, performative funeral for the victims of the US bombing. A passenger jet shot down with 180 on board…",0,dead at the silly performative funeral for the victims of the us bombing a passenger jet shot down with on board
1600,bombing,,Bombing drives is awesome...bombing drives in the woods? Not so much. With a driver shaft that's been SST PUREd you'll hit it…,0,bombing drives is awesome bombing drives in the woods not so much with a driver shaft that s been sst pured you ll hit it
1601,bombing,Belgrade,"https://t.co/PPqaOwCEqB Libyan National Army commander Khalifa Haftar left Moscow without signing a ceasefire, Lavr… https://t.co/t4vCMzIqTX",0,libyan national army commander khalifa haftar left moscow without signing a ceasefire lavr
1602,bombing,,If this bombing were affected by their family am sure there will be an emergency of world leaders meeting. #Government #united Nation,0,if this bombing were affected by their family am sure there will be an emergency of world leaders meeting government united nation
1603,bombing,,Government need to do something about this killing and bombing around the world.... https://t.co/vDiKQG6l3R,0,government need to do something about this killing and bombing around the world
1604,bombing,,Sweden’s bombing wave continues with explosions in Stockholm and Uppsala https://t.co/xjQpRif5I1,1,sweden s bombing wave continues with explosions in stockholm and uppsala
1605,bombing,Australia,Last night in Sweden 🇸🇪 2 BOMBINGS. - There was a massive explosion in Stockholm that caused extensive damage to apartm…,1,last night in sweden bombings there was a massive explosion in stockholm that caused extensive damage to apartm
1606,bombing,,"1. Being in the area of an active shooter, bombing or any kind of terror 2. Receiving news that a family memb…",1,being in the area of an active shooter bombing or any kind of terror receiving news that a family memb
1607,bombing,,"By bombing, it means loss. Do you forsee a loss for Chapaak? Pls do calculate and tell me on Monday.",0,by bombing it means loss do you forsee a loss for chapaak pls do calculate and tell me on monday
1608,bombing,UK,"I was recently interviewed by Porous Borders, a podcast about experimental music. I talked about upcoming projects, Jogja vs Lo…",0,i was recently interviewed by porous borders a podcast about experimental music i talked about upcoming projects jogja vs lo
1609,bombing,Proud Northumbrian.,"On the *first* day of his leadership, Justin Trudeau blamed the Boston Marathon bombing on “social exclusion.” Then it was…",0,on the first day of his leadership justin trudeau blamed the boston marathon bombing on social exclusion then it was
1610,bombing,honeymoon avé.,so bombing is happening ?????,0,so bombing is happening
1611,bombing,Some glacier called Maine,"1. Being in the area of an active shooter, bombing or any kind of terror 2. Receiving news that a fami… https://t.co/Q5hXZsQYfm",0,being in the area of an active shooter bombing or any kind of terror receiving news that a fami
1612,bombing,"Bangkok, Thailand","On January 14, 2016 at 10:30 WIB, the first bomb blasted the Starbucks outlet at the area’s Cakrawala Building https://…",0,on january at wib the first bomb blasted the starbucks outlet at the area s cakrawala building
1613,bombing,Bigfoots Bluff,Do these images disturb you?? They should . The bombing was planned!!! By who or whom?? The pictures on the left an…,0,do these images disturb you they should the bombing was planned by who or whom the pictures on the left an
1614,bombing,,The winter in Gaza has a special character .. !!! There are many poor people in Gaza living in homes partially destroyed…,0,the winter in gaza has a special character there are many poor people in gaza living in homes partially destroyed
1615,bombing,"Dallas, TX",I agree. Chief Justice Robert appears to try and distance himself when ever he can. I know the GO… https://t.co/XPkgdcRKgl,0,i agree chief justice robert appears to try and distance himself when ever he can i know the go
1616,bombing,"Baltimore, MD",So when a terrorists is meeting others about bombing a more bases he sh… https://t.co/2T49Gto2av,0,so when a terrorists is meeting others about bombing a more bases he sh
1617,bombing,Australia,Most brainless report today - US invaders and occupiers in Iraq whining that pple they have been bombing and killin… https://t.co/MgL0FotZYa,1,most brainless report today us invaders and occupiers in iraq whining that pple they have been bombing and killin
1618,bombing,Afghanistan,"The picture is from 2001, after fall of Taliban. They destroyed it by bombing during their regime in Afg b… https://t.co/hnnq4OGscG",0,the picture is from after fall of taliban they destroyed it by bombing during their regime in afg b
1619,bombing,,Please tell me more about this American bombing of Tehran no one has ever heard of until now,0,please tell me more about this american bombing of tehran no one has ever heard of until now
1620,bombing,United States of Africa,"#Yemen Article/Video April 1, 2019 The US backed Saudi Coalition have been bombing and starving civilian in Yemen… https://t.co/0ST5oTz2cI",1,yemen article video april the us backed saudi coalition have been bombing and starving civilian in yemen
1621,bombing,,My history teacher in England used to ask me to account to the class whenever there was an IRA bombing in t…,0,my history teacher in england used to ask me to account to the class whenever there was an ira bombing in t
1622,bombing,abuja,"Someone started sponsoring BH, like it or not.But no sitting president would raze any part o… https://t.co/ADVSQkTIfM",0,someone started sponsoring bh like it or not but no sitting president would raze any part o
1623,bombing,,Revert back to a previous argument. Mass Shooti… https://t.co/TpF3zr8n5b,0,revert back to a previous argument mass shooti
1624,bombing,"Los Angeles, CA",A comic at this open mic who didn’t move when I said “excuse me” to her three times is coincidentally BOMBING,0,a comic at this open mic who didn t move when i said excuse me to her three times is coincidentally bombing
1625,bombing,"Jakarta, Indonesia","On January 14, 2016 at 10:30 WIB, the first bomb blasted the Starbucks outlet at the area’s Cakrawala Building https://t.co/NGkwlTccXz",0,on january at wib the first bomb blasted the starbucks outlet at the area s cakrawala building
1626,bombing,"Houston, TX",You think bombing and assassinating people is freedom?,0,you think bombing and assassinating people is freedom
1627,bombing,"Belfast, North of Ireland ",Are you acussing sinn fein of bombing England &amp; robbing the Northern Bank ? Maybe s… https://t.co/BM3X9rFUh4,0,are you acussing sinn fein of bombing england amp robbing the northern bank maybe s
1628,bombing,,And isn’t it a strange coincidence that the people who support… https://t.co/lxCXpccpRp,0,and isn t it a strange coincidence that the people who support
1629,bombing,"Muzaffarnagar, Uttar Pradesh",#pt: Opposition photojournalist seen reacting to #Rashideen bombing (L) then rescuing injured children (R) fr…,0,pt opposition photojournalist seen reacting to rashideen bombing l then rescuing injured children r fr
1630,bombing,"Australia-wide city, rural",Ah. So you think a heavier water bombing onslaught would not have saved Kangaroo Island?,0,ah so you think a heavier water bombing onslaught would not have saved kangaroo island
1631,bombing,بيروت,"75 buses and 20 ambulances of refugees, mostly children and women, were leaving Fou’ah and Kafriya after a two-year besiegeme…",0,buses and ambulances of refugees mostly children and women were leaving fou ah and kafriya after a two year besiegeme
1632,bombing,,A nomination from the man who spoke so passionately about bombing Syria is telling about the politics of Starmer and Rayner,0,a nomination from the man who spoke so passionately about bombing syria is telling about the politics of starmer and rayner
1633,bombing,,UN soldier experiences NATO style bombing run. Freaks the fuck out. https://t.co/jtK6l5eO7O,0,un soldier experiences nato style bombing run freaks the fuck out
1634,bombing,,Ah. So you think a heavier water bombing onslaught would not have saved Kangaroo Island?,0,ah so you think a heavier water bombing onslaught would not have saved kangaroo island
1635,bombing,Australia,"The second brother ""oibada"" killed in 2016 by Assad bombing on #Daraa city, and now ther mother are alone without any of he…",0,the second brother oibada killed in by assad bombing on daraa city and now ther mother are alone without any of he
1636,bombing,Near Taylor Swift’s Residence,The Soviets scared the Japanese more than the atomic bombs “there would be destruction whether by on… https://t.co/x1tKLFEo61,0,the soviets scared the japanese more than the atomic bombs there would be destruction whether by on
1637,bombing,Australia,"""resilience and adaption"" ... like how he adapted when he met with the fire chiefs ..like when he ok… https://t.co/pzg315JzG0",0,resilience and adaption like how he adapted when he met with the fire chiefs like when he ok
1638,bombing,,"When American politicians speak about foreign policies, hostilities are mostly genuine. Peace overtures are dubious… https://t.co/VCLcsG9sfk",0,when american politicians speak about foreign policies hostilities are mostly genuine peace overtures are dubious
1639,bombing,"Brunswick, Melbourne",I was gonna pick that. Juanita is my favourite track. 👐 Barbara Barbar… https://t.co/cMkzqepHPh,0,i was gonna pick that juanita is my favourite track barbara barbar
1640,bombing,,"This #DavinderSingh story is the whackiest in a long time, it shakes the foundations of so much in this country. An ide…",0,this davindersingh story is the whackiest in a long time it shakes the foundations of so much in this country an ide
1641,bombing,,On #US #Iran &amp; their pernicious proxy wars-⁩:why is talking less possible than bombing? #TalkItOut -see… https://t.co/afbUsheOV4,0,on us iran amp their pernicious proxy wars why is talking less possible than bombing talkitout see
1642,bombing,Other Side Of Whatever This Wa,I was wondering where on the timeline this group of lesbians violently not having s… https://t.co/I0KIxVBDB8,0,i was wondering where on the timeline this group of lesbians violently not having s
1643,bombing,India,after bjp came to power.. no bombings.. aap chronology samjho buddhu .. firse congress power me… https://t.co/EMlxSiASMC,0,after bjp came to power no bombings aap chronology samjho buddhu firse congress power me
1644,bombing,mumbai,"This #DavinderSingh story is the whackiest in a long time, it shakes the foundations of so much in this country.… https://t.co/xJTXzcwvNm",0,this davindersingh story is the whackiest in a long time it shakes the foundations of so much in this country
1645,bombing,Calgary,the right are trying to trick their followers into believing the left's opposition to the Iran invasion is based on suppo…,0,the right are trying to trick their followers into believing the left s opposition to the iran invasion is based on suppo
1646,bombing,"Cape Town, South Africa",Ke sure ne a dira makgakga. Why is he even photo-bombing us?!?,0,ke sure ne a dira makgakga why is he even photo bombing us
1647,bridge%20collapse,,"London Bridge is falling down, no need to Panic? The Finance Minister is controlling the collapse remotely!! It will no…",0,london bridge is falling down no need to panic the finance minister is controlling the collapse remotely it will no
1648,bridge%20collapse,Chicago-Los Angeles-New York,"Collapse of Route 14, Coamo, Puerto Rico - Hanging Bridge https://t.co/QlD2J0KFtw",0,collapse of route coamo puerto rico hanging bridge
1649,bridge%20collapse,pattaya,And this is the fourth road/bridge collapse in a span of 6 weeks. Just saying.,1,and this is the fourth road bridge collapse in a span of weeks just saying
1650,bridge%20collapse,,And this is the fourth road/bridge collapse in a span of 6 weeks. Just saying.,1,and this is the fourth road bridge collapse in a span of weeks just saying
1651,bridge%20collapse,"Los Angeles, CA",Sorry but our whole system needs a reset. There’s way to much corruption across the board. Trump is a… https://t.co/CFLZMHpb6j,0,sorry but our whole system needs a reset there s way to much corruption across the board trump is a
1652,bridge%20collapse,,"London Bridge is falling down, no need to Panic? The Finance Minister is controlling the collapse remotely!! It w… https://t.co/c2ao8qAvCH",0,london bridge is falling down no need to panic the finance minister is controlling the collapse remotely it w
1653,bridge%20collapse,,"in Maharashtra, at Bambhori (Jalgaon dist) on NH6, the bridge on River Girna, n…",0,in maharashtra at bambhori jalgaon dist on nh the bridge on river girna n
1654,bridge%20collapse,"Portland, OR","Major fail!! A driver up in Washington caused a section of bridge to collapse a few years ago, just… https://t.co/6imIVzrESu",0,major fail a driver up in washington caused a section of bridge to collapse a few years ago just
1655,bridge%20collapse,Connecticut,That is factually correct. Last tolls in CT 1989. Mianus River bridge collapse 1983.,0,that is factually correct last tolls in ct mianus river bridge collapse
1656,bridge%20collapse,"Connecticut, USA","Pointing to the Mianus Bridge collapse to support tolls is not only despicable but nonsensical. We had tolls, yet the brid…",0,pointing to the mianus bridge collapse to support tolls is not only despicable but nonsensical we had tolls yet the brid
1657,bridge%20collapse,GL15 6SA,"Temporary Path Closure - Brockweir to Bigsweir Bridge, Riverside Route, due to works on riverside bank collapse, please…",0,temporary path closure brockweir to bigsweir bridge riverside route due to works on riverside bank collapse please
1658,bridge%20collapse,Wyre Forest UK,"Err, what’s the bridge made of cus’ I didn’t hear any material being mentioned? A bridge without subs… https://t.co/Z18kgEhK6P",0,err what s the bridge made of cus i didn t hear any material being mentioned a bridge without subs
1659,bridge%20collapse,"Connecticut, USA","Pointing to the Mianus Bridge collapse to support tolls is not only despicable but nonsensical. We had tolls, yet t… https://t.co/ndU6OAfZiZ",0,pointing to the mianus bridge collapse to support tolls is not only despicable but nonsensical we had tolls yet t
1660,bridge%20collapse,,Hurricane Harvey: Silsbee Tx Flooded at Hwy 96 - Day before the Bridge Collapse https://t.co/wjLM9rbQl6,0,hurricane harvey silsbee tx flooded at hwy day before the bridge collapse
1661,bridge%20collapse,,Still remember BJP disowning for her Comments on Mumbai foot overbridge collapse…,0,still remember bjp disowning for her comments on mumbai foot overbridge collapse
1662,bridge%20collapse,,"Dont forget my friend. When there is crisis in India, RSS always comes for help. Bridge collapse, floods…",0,dont forget my friend when there is crisis in india rss always comes for help bridge collapse floods
1663,bridge%20collapse,,"Terriosts, War, Riots,Child stuck in bore well, Bridge collapse, Disaster management : Call the Ar…",0,terriosts war riots child stuck in bore well bridge collapse disaster management call the ar
1664,bridge%20collapse,,Q / [ CEMEX] + [ EPSTEIN] + ADRENOCHROME/ HOW to hide the evidence/ think [ Hemoglobin] / quick search U.S. pat…,0,q cemex epstein adrenochrome how to hide the evidence think hemoglobin quick search u s pat
1665,bridge%20collapse,JAPAN IS WHERE MY HEART IS,Q / [ CEMEX] + [ EPSTEIN] + ADRENOCHROME/ HOW to hide the evidence/ think [ Hemoglobin] / quick search… https://t.co/SoR8yss6rf,0,q cemex epstein adrenochrome how to hide the evidence think hemoglobin quick search
1666,bridge%20collapse,,Ha ha they all shitting there selfs thinking the bridge is going to collapse right underneath ther… https://t.co/o1FilWMm2B,0,ha ha they all shitting there selfs thinking the bridge is going to collapse right underneath ther
1667,bridge%20collapse,Edinburgh,"Yeah, we have loads of cops to stand around to monitor this for half a day for the…",0,yeah we have loads of cops to stand around to monitor this for half a day for the
1668,bridge%20collapse,Edinburgh,"If an HGV, wrongly using this bridge causes it to collapse any diversion will be for a great deal longer than…",0,if an hgv wrongly using this bridge causes it to collapse any diversion will be for a great deal longer than
1669,bridge%20collapse,"Toronto, Ontario",Hopefully this bridge doesn't collapse while I'm crossing https://t.co/v4pHcykhYm,0,hopefully this bridge doesn t collapse while i m crossing
1670,bridge%20collapse,Inverleith Edinburgh,"If an HGV, wrongly using this bridge causes it to collapse any diversion will be for a great deal longer… https://t.co/HYYqjceqSU",0,if an hgv wrongly using this bridge causes it to collapse any diversion will be for a great deal longer
1671,bridge%20collapse,Inverleith Edinburgh,"Yeah, we have loads of cops to stand around to monitor this for half a day fo… https://t.co/jfTa5MSbfn",0,yeah we have loads of cops to stand around to monitor this for half a day fo
1672,bridge%20collapse,Carmel NY,"You must've missed the bridge collapse in 95 in Connecticut. Police, and Fire are locally funde… https://t.co/7suvQaNQsE",0,you must ve missed the bridge collapse in in connecticut police and fire are locally funde
1673,bridge%20collapse,,not to be weird or morbid but if you are driving over a bridge collapse than being able to…,0,not to be weird or morbid but if you are driving over a bridge collapse than being able to
1674,bridge%20collapse,,"Collapse of Route 14, Coamo, Puerto Rico - Hanging Bridge https://t.co/etLlMfzYAq",0,collapse of route coamo puerto rico hanging bridge
1675,bridge%20collapse,,The kingsbridge priory bridge collapse ... Couldnt happen to more deserving people. — watching World Without End,0,the kingsbridge priory bridge collapse couldnt happen to more deserving people watching world without end
1676,bridge%20collapse,Home.,"Travel Update: Boris Bridge from Northern Ireland to Scotland closed due to high winds and high Seas, it… https://t.co/nDVzeKRVFU",0,travel update boris bridge from northern ireland to scotland closed due to high winds and high seas it
1677,bridge%20collapse,Castlevania City,Did he cause the Silver Bridge collapse or was he merely a herald? We will never know. https://t.co/5wGjfEm5Ap,0,did he cause the silver bridge collapse or was he merely a herald we will never know
1678,bridge%20collapse,"Beacon Falls, CT",Human error and poor engineering caused that bridge to collapse. Nothing but fear mongering.…,0,human error and poor engineering caused that bridge to collapse nothing but fear mongering
1679,bridge%20collapse,"San Francisco, CA","This footnote in McCullough's *The Great Bridge* blew my mind. As late as the 1880s, we still didn't know how to bu… https://t.co/qoecmgslkq",0,this footnote in mccullough s the great bridge blew my mind as late as the s we still didn t know how to bu
1680,bridge%20collapse,,Interesting that a photo of the Mianus River Bridge collapse was used. It collapsed in 1983 when the…,0,interesting that a photo of the mianus river bridge collapse was used it collapsed in when the
1681,bridge%20collapse,"The Gwalia, Llandrindod Wells","Temporary Path Closure - Brockweir to Bigsweir Bridge, Riverside Route, due to works on riverside bank collapse, pl… https://t.co/QpUMW33TDe",0,temporary path closure brockweir to bigsweir bridge riverside route due to works on riverside bank collapse pl
1682,buildings%20burning,,"To all agencies, we need x1 back or I’m burning your buildings #JUSTICEFORX1 #JUSTICEFORX1 https://t.co/37gcFl0HXJ",0,to all agencies we need x back or i m burning your buildings justiceforx justiceforx
1683,buildings%20burning,,How many burning buildings have you run into to save someone?,0,how many burning buildings have you run into to save someone
1684,buildings%20burning,,Hey hotness! Burning buildings are we?,0,hey hotness burning buildings are we
1685,buildings%20burning,,"The town itself was nothing too much, small adobe buildings flanked her on each side, men and wome… https://t.co/mgOt8iLoeZ",0,the town itself was nothing too much small adobe buildings flanked her on each side men and wome
1686,buildings%20burning,,The liberal cult zombies 🧟‍♀️🧟🧟‍♂️are here en masse questioning why the POTUS and… https://t.co/yqtYlI0mxF,0,the liberal cult zombies are here en masse questioning why the potus and
1687,buildings%20burning,"Belle Vernon, PA","Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posing in fr…",0,is it a case of do as i say not as i do tv station shows two pictures of detroit fire department s top brass posing in fr
1688,buildings%20burning,,"i m so fucking tired, i’m going to sleep i hope i wake up to koneits burning some buildings down bye",0,i m so fucking tired i m going to sleep i hope i wake up to koneits burning some buildings down bye
1689,buildings%20burning,"Christchurch, New Zealand",What if we just start burning down buildings for news outlets that are full of garbage?,0,what if we just start burning down buildings for news outlets that are full of garbage
1690,buildings%20burning,,perfect for the sexy lady hunting in burning buildings,0,perfect for the sexy lady hunting in burning buildings
1691,buildings%20burning,"Illinois, USA",I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few IRS buil…,0,i m not so sure that burning the state to the ground is a very electable position starting with burning down a few irs buil
1692,buildings%20burning,,Do you chastise firefighters for not smiling when running into burning… https://t.co/zulxMqwlbi,0,do you chastise firefighters for not smiling when running into burning
1693,buildings%20burning,"Winnipeg, Manitoba",Why are so many buildings burning up in the middle of fucking winter? This isn't normal,0,why are so many buildings burning up in the middle of fucking winter this isn t normal
1694,buildings%20burning,Yes,"This paragraph slaps though like goddamn ""these huge buildings are always burning with the implacable fires of huma… https://t.co/fwtm21TK2V",0,this paragraph slaps though like goddamn these huge buildings are always burning with the implacable fires of huma
1695,buildings%20burning,,Americans should be in the streets burning down buildings at this point.,0,americans should be in the streets burning down buildings at this point
1696,buildings%20burning,Chicago,I’ve been following Cory Booker for a very long time. The man has literally saved people from burning buildings. He cares.,0,i ve been following cory booker for a very long time the man has literally saved people from burning buildings he cares
1697,buildings%20burning,Northern Virginia,"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posi… https://t.co/CPQGDH4V0h",0,is it a case of do as i say not as i do tv station shows two pictures of detroit fire department s top brass posi
1698,buildings%20burning,Earth,Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?,0,please tell me what is happening here why are those buildings burning who started the fire who killed those people why
1699,buildings%20burning,the dirty dirty,How could you say something like that? Politics aside Corey Booker is a stand up human bein… https://t.co/5mD9ze1MPD,0,how could you say something like that politics aside corey booker is a stand up human bein
1700,buildings%20burning,Almost Heaven West Virginia,We run INTO burning buildings. Being a dipshit helps us do our jobs lol,0,we run into burning buildings being a dipshit helps us do our jobs lol
1701,buildings%20burning,"Sarasota, FL",Because lazy people run into burning buildings to save people. https://t.co/fWXPCLlZ6B,0,because lazy people run into burning buildings to save people
1702,buildings%20burning,humanity? who knows.,What have I told you about burning buildings? Not nice https://t.co/qWUiDuiOwE https://t.co/N2JEkmWwL3,0,what have i told you about burning buildings not nice
1703,buildings%20burning,,"Australia is burning. The worst is yet to come: 24 people dead 500 million animals dead 8,000 koalas dead Over 5.5 mi…",1,australia is burning the worst is yet to come people dead million animals dead koalas dead over mi
1704,buildings%20burning,,Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is just a no g…,0,winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is just a no g
1705,buildings%20burning,,Keep burning fossil fuels it will become worse that may even rip apart high rise buildings? Are the world leaders w… https://t.co/mwjHi7TzP2,0,keep burning fossil fuels it will become worse that may even rip apart high rise buildings are the world leaders w
1706,buildings%20burning,Conchologia,From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68,0,from what i know these burning buildings are an annual occurrence i am not ruling out arson but jus
1707,buildings%20burning,NYC,Yeah that's def not cool. Unless it's Indiana. (Kidding.) I'm a little sensitive to that. My hometown for t… https://t.co/2S7kXLQgYA,0,yeah that s def not cool unless it s indiana kidding i m a little sensitive to that my hometown for t
1708,buildings%20burning,"Whiterun, Skyrim","Destruction magic's fine, just don't go burning down any buildings.",0,destruction magic s fine just don t go burning down any buildings
1709,buildings%20burning,Southern OBX,"JFC!!! Racist comment ! I guess all ""lazy"" mayor rush into burning buildings to save people! May t… https://t.co/9Iw5c4KD2n",0,jfc racist comment i guess all lazy mayor rush into burning buildings to save people may t
1710,buildings%20burning,Worcester,"We're equipped to go inside burning buildings but you're not. If you experience a home fire, once you've escaped nev…",0,we re equipped to go inside burning buildings but you re not if you experience a home fire once you ve escaped nev
1711,buildings%20burning,"Texas, USA","I mean it’s better than being a cop. That being said, not many people would just jump at being in the… https://t.co/UaDxGj8HR4",0,i mean it s better than being a cop that being said not many people would just jump at being in the
1712,buildings%20burning,"Calgary, Alberta","I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country, dodgi…",0,i flirted with danger when i was younger amp did stupid things yet fate spared me i grew amp fought for my country dodgi
1713,buildings%20burning,"South of Boston, MA",The guy that ran himself ragged helping his constituents in New Jersey after Hurricane Sandy? T… https://t.co/VcxrtFKSsw,0,the guy that ran himself ragged helping his constituents in new jersey after hurricane sandy t
1714,buildings%20burning,London,"I mean, there's directness though. Like, the townhall of whatevertown Alabama was built with slave… https://t.co/utqajXNNzn",0,i mean there s directness though like the townhall of whatevertown alabama was built with slave
1715,buildings%20burning,,You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Ira…,0,you have no idea how many more of this kind of bombing and burning down of buildings mullahs did in ira
1716,buildings%20burning,,What -- who is this person -- Cory saves people from burning buildings and shovels the snow of his constit… https://t.co/3BpioRHGLT,0,what who is this person cory saves people from burning buildings and shovels the snow of his constit
